ISO_1	LangName_1	ISO_2	LangName_2	Similarity	Robustness
lmo	Lombard	urd	Urdu	0.833	Low
lmo	Lombard	vec	Venetian	2.463	Low
lmo	Lombard	vep	Veps	3.102	Low
lmo	Lombard	vie	Vietnamese	1.150	Low
lmo	Lombard	vls	Vlaams	4.314	Low
lmo	Lombard	wln	Walloon	3.394	Low
lmo	Lombard	xal	Kalmyk	0.925	Low
lmo	Lombard	zsm	Standard Malay	0.513	Low
lmo	Lombard	zul	Zulu	0.173	Low
ltg	Latgalian	ltz	Luxembourgish	0.863	Medium
ltg	Latgalian	mal	Malayalam	0.031	Medium
ltg	Latgalian	mar	Marathi	0.156	Medium
ltg	Latgalian	mdf	Moksha	0.155	Medium
ltg	Latgalian	mhr	Eastern Mari	0.101	Medium
ltg	Latgalian	mkd	Macedonian	1.139	Medium
ltg	Latgalian	mlt	Maltese	0.494	Medium
ltg	Latgalian	mon	Mongolian	0.047	Medium
ltg	Latgalian	mri	Maori	0.076	Medium
ltg	Latgalian	msa	Malay	0.016	Medium
ltg	Latgalian	mwl	Mirandese	0.462	Low
ltg	Latgalian	mya	Burmese	0.098	Medium
ltg	Latgalian	myv	Erzya	0.384	Medium
ltg	Latgalian	mzn	Mazanderani	0.213	Low
ltg	Latgalian	nan	Min Nan Chinese	0.130	Medium
ltg	Latgalian	nap	Neapolitan	0.500	Medium
ltg	Latgalian	naq	Khoekhoe	0.510	Low
ltg	Latgalian	nds	Low German	1.133	Medium
ltg	Latgalian	nep	Nepali	0.042	Medium
ltg	Latgalian	nld	Dutch	0.364	Medium
ltg	Latgalian	nmn	?Xóõ	0.446	Low
ltg	Latgalian	nno	Norwegian Nynorsk	0.892	Medium
ltg	Latgalian	nob	Norwegian Bokmål	0.700	Medium
ltg	Latgalian	nog	Nogai	0.150	Medium
ltg	Latgalian	nso	Pedi	0.062	Medium
ltg	Latgalian	oci	Occitan	0.884	Medium
ltg	Latgalian	ori	Oriya	0.131	Medium
ltg	Latgalian	oss	Ossetian	0.303	Medium
ltg	Latgalian	pam	Pampanga	0.261	Low
ltg	Latgalian	pan	Panjabi	0.035	Medium
ltg	Latgalian	pap	Papiamento	0.445	Medium
ltg	Latgalian	pol	Polish	0.397	Medium
ltg	Latgalian	por	Portuguese	0.496	Medium
ltg	Latgalian	prg	Prussian	2.354	Low
ltg	Latgalian	roh	Romansh	1.583	Medium
ltg	Latgalian	ron	Romanian	0.325	Medium
ltg	Latgalian	rue	Rusyn	0.369	Low
ltg	Latgalian	rup	Macedo-Romanian	1.051	Medium
ltg	Latgalian	rus	Russian	0.678	Medium
ltg	Latgalian	sah	Yakut	0.153	Medium
ltg	Latgalian	san	Sanskrit	0.133	Medium
ltg	Latgalian	sat	Santali	0.302	Low
ltg	Latgalian	scn	Sicilian	0.704	Medium
ltg	Latgalian	sco	Scots	0.842	Medium
ltg	Latgalian	sdc	Sassarese Sardinian	0.172	Low
ltg	Latgalian	sdn	Gallurese Sardinian	0.200	Low
ltg	Latgalian	sgs	Samogitian	3.727	Low
ltg	Latgalian	sin	Sinhala	0.086	Medium
ltg	Latgalian	slk	Slovak	0.404	Medium
ltg	Latgalian	slv	Slovenian	0.614	Medium
ltg	Latgalian	sms	Skolt Sami	0.182	Medium
ltg	Latgalian	spa	Spanish	0.362	Medium
ltg	Latgalian	sqi	Albanian	0.307	Medium
ltg	Latgalian	src	Logudorese Sardinian	0.162	Medium
ltg	Latgalian	sro	Campidanese Sardinian	0.807	Medium
ltg	Latgalian	swe	Swedish	0.559	Medium
ltg	Latgalian	tah	Tahitian	0.509	Low
ltg	Latgalian	tam	Tamil	0.027	Medium
ltg	Latgalian	tat	Tatar	0.167	Medium
ltg	Latgalian	tel	Telugu	0.050	Medium
ltg	Latgalian	tgk	Tajik	0.361	Medium
ltg	Latgalian	tgl	Tagalog	0.242	Medium
ltg	Latgalian	tha	Thai	0.038	Medium
ltg	Latgalian	tly	Talysh	0.223	Medium
ltg	Latgalian	tpi	Tok Pisin	0.589	Medium
ltg	Latgalian	tuk	Turkmen	0.239	Medium
ltg	Latgalian	tur	Turkish	0.148	Medium
ltg	Latgalian	tyv	Tuvinian	0.172	Low
ltg	Latgalian	udm	Udmurt	0.253	Low
ltg	Latgalian	ukr	Ukrainian	1.045	Medium
ltg	Latgalian	urd	Urdu	0.163	Medium
ltg	Latgalian	vec	Venetian	0.708	Medium
ltg	Latgalian	vep	Veps	0.671	Low
ltg	Latgalian	vie	Vietnamese	0.081	Medium
ltg	Latgalian	wln	Walloon	0.857	Medium
ltg	Latgalian	wym	Wymysorys	0.578	Low
ltg	Latgalian	zsm	Standard Malay	0.026	Medium
ltz	Luxembourgish	lug	Ganda	0.392	Medium
ltz	Luxembourgish	luo	Luo	0.595	Medium
ltz	Luxembourgish	lzz	Laz	0.935	Low
ltz	Luxembourgish	mal	Malayalam	0.516	Medium
ltz	Luxembourgish	mar	Marathi	0.613	Medium
ltz	Luxembourgish	mdf	Moksha	0.691	Medium
ltz	Luxembourgish	mel	Central Melanau	0.445	Low
ltz	Luxembourgish	mer	Meru	0.330	Low
ltz	Luxembourgish	mhn	Mócheno	1.782	Low
ltz	Luxembourgish	mhr	Eastern Mari	0.614	Medium
ltz	Luxembourgish	mkd	Macedonian	2.731	Medium
ltz	Luxembourgish	mlt	Maltese	2.443	Medium
ltz	Luxembourgish	mni	Manipuri	0.611	Medium
ltz	Luxembourgish	mon	Mongolian	0.408	Medium
ltz	Luxembourgish	mri	Maori	0.233	Medium
ltz	Luxembourgish	msa	Malay	0.753	Medium
ltz	Luxembourgish	mvi	Miyako	0.233	Low
ltz	Luxembourgish	mwl	Mirandese	1.399	Low
ltz	Luxembourgish	mya	Burmese	0.218	Medium
ltz	Luxembourgish	myv	Erzya	0.616	Medium
ltz	Luxembourgish	mzn	Mazanderani	0.369	Low
ltz	Luxembourgish	nan	Min Nan Chinese	0.125	Medium
ltz	Luxembourgish	nap	Neapolitan	1.536	Medium
ltz	Luxembourgish	naq	Khoekhoe	0.403	Low
ltz	Luxembourgish	nau	Nauru	0.250	Low
ltz	Luxembourgish	nav	Navajo	0.186	Medium
ltz	Luxembourgish	nds	Low German	7.503	Medium
ltz	Luxembourgish	nep	Nepali	0.776	Medium
ltz	Luxembourgish	nld	Dutch	5.090	Medium
ltz	Luxembourgish	nmn	?Xóõ	0.193	Low
ltz	Luxembourgish	nno	Norwegian Nynorsk	5.742	Medium
ltz	Luxembourgish	nob	Norwegian Bokmål	4.732	Medium
ltz	Luxembourgish	nog	Nogai	0.551	Medium
ltz	Luxembourgish	nso	Pedi	0.767	Medium
ltz	Luxembourgish	oci	Occitan	3.680	Medium
ltz	Luxembourgish	ori	Oriya	0.845	Medium
ltz	Luxembourgish	oss	Ossetian	1.713	Medium
ltz	Luxembourgish	pam	Pampanga	0.263	Low
ltz	Luxembourgish	pan	Panjabi	1.125	Medium
ltz	Luxembourgish	pap	Papiamento	1.524	Medium
ltz	Luxembourgish	pdc	Pennsylvania German	0.659	Low
ltz	Luxembourgish	pih	Pitcairn-Norfolk	0.936	Low
ltz	Luxembourgish	pjt	Pitjantjatjara	0.367	Medium
ltz	Luxembourgish	pli	Pali	0.343	Low
ltz	Luxembourgish	pms	Piemontese	0.260	Low
ltz	Luxembourgish	pnb	Western Panjabi	0.537	Low
ltz	Luxembourgish	pol	Polish	1.537	Medium
ltz	Luxembourgish	por	Portuguese	2.786	Medium
ltz	Luxembourgish	prg	Prussian	1.193	Low
ltz	Luxembourgish	rgn	Romagnol	1.226	Low
ltz	Luxembourgish	rhg	Rohingya	0.667	Medium
ltz	Luxembourgish	roh	Romansh	4.669	Medium
ltz	Luxembourgish	ron	Romanian	1.775	Medium
ltz	Luxembourgish	rue	Rusyn	0.958	Low
ltz	Luxembourgish	rup	Macedo-Romanian	3.184	Medium
ltz	Luxembourgish	rus	Russian	1.753	Medium
ltz	Luxembourgish	sah	Yakut	0.921	Medium
ltz	Luxembourgish	san	Sanskrit	0.602	Medium
ltz	Luxembourgish	sat	Santali	0.209	Low
ltz	Luxembourgish	scn	Sicilian	2.862	Medium
ltz	Luxembourgish	sco	Scots	2.633	Medium
ltz	Luxembourgish	sdc	Sassarese Sardinian	0.773	Medium
ltz	Luxembourgish	sdn	Gallurese Sardinian	0.410	Low
ltz	Luxembourgish	sgs	Samogitian	1.086	Low
ltz	Luxembourgish	sin	Sinhala	1.083	Medium
ltz	Luxembourgish	slk	Slovak	1.492	Medium
ltz	Luxembourgish	slv	Slovenian	1.624	Medium
ltz	Luxembourgish	sme	Northern Sami	0.880	Medium
ltz	Luxembourgish	sms	Skolt Sami	1.058	Medium
ltz	Luxembourgish	snd	Sindhi	0.509	Low
ltz	Luxembourgish	som	Somali	1.123	Low
ltz	Luxembourgish	sot	Southern Sotho	3.859	Medium
ltz	Luxembourgish	spa	Spanish	1.905	Medium
ltz	Luxembourgish	sqi	Albanian	1.746	Medium
ltz	Luxembourgish	src	Logudorese Sardinian	0.958	Medium
ltz	Luxembourgish	srn	Sranan Tongo	0.834	Low
ltz	Luxembourgish	sro	Campidanese Sardinian	1.757	Medium
ltz	Luxembourgish	ssw	Swati	0.354	Low
ltz	Luxembourgish	stq	Saterfriesisch	5.145	Low
ltz	Luxembourgish	sun	Sundanese	0.711	Low
ltz	Luxembourgish	swe	Swedish	4.246	Medium
ltz	Luxembourgish	szl	Silesian	0.908	Low
ltz	Luxembourgish	tah	Tahitian	0.440	Low
ltz	Luxembourgish	tam	Tamil	0.276	Medium
ltz	Luxembourgish	tat	Tatar	1.158	Medium
ltz	Luxembourgish	tel	Telugu	0.486	Medium
ltz	Luxembourgish	tet	Tetum	0.529	Low
ltz	Luxembourgish	tgk	Tajik	2.014	Medium
ltz	Luxembourgish	tgl	Tagalog	1.707	Medium
ltz	Luxembourgish	tha	Thai	0.341	Medium
ltz	Luxembourgish	tir	Tigrinya	0.113	Medium
ltz	Luxembourgish	tly	Talysh	0.186	Medium
ltz	Luxembourgish	ton	Tonga	0.320	Low
ltz	Luxembourgish	tpi	Tok Pisin	1.980	Medium
ltz	Luxembourgish	tsn	Tswana	0.840	Medium
ltz	Luxembourgish	tuk	Turkmen	1.299	Medium
ltz	Luxembourgish	tur	Turkish	1.572	Medium
ltz	Luxembourgish	tyv	Tuvinian	0.519	Medium
ltz	Luxembourgish	udm	Udmurt	0.655	Low
ltz	Luxembourgish	uig	Uighur	0.433	Medium
ltz	Luxembourgish	ukr	Ukrainian	2.621	Medium
ltz	Luxembourgish	urd	Urdu	1.114	Medium
ltz	Luxembourgish	vec	Venetian	1.432	Medium
ltz	Luxembourgish	ven	Venda	0.074	Medium
ltz	Luxembourgish	vep	Veps	1.848	Low
ltz	Luxembourgish	vie	Vietnamese	0.518	Medium
ltz	Luxembourgish	vls	Vlaams	1.675	Low
ltz	Luxembourgish	vot	Votic	0.816	Low
ltz	Luxembourgish	vro	Võro	1.187	Low
ltz	Luxembourgish	war	Waray	1.269	Low
ltz	Luxembourgish	wln	Walloon	2.429	Medium
ltz	Luxembourgish	wol	Wolof	0.467	Low
ltz	Luxembourgish	wym	Wymysorys	2.292	Low
ltz	Luxembourgish	xal	Kalmyk	0.473	Low
ltz	Luxembourgish	xho	Xhosa	0.622	Medium
ltz	Luxembourgish	xmf	Mingrelian	1.170	Low
ltz	Luxembourgish	yor	Yoruba	0.110	Medium
ltz	Luxembourgish	yua	Yucateco	0.380	Low
ltz	Luxembourgish	zsm	Standard Malay	0.877	Medium
ltz	Luxembourgish	zul	Zulu	0.805	Medium
lug	Ganda	luo	Luo	0.456	Low
lug	Ganda	mal	Malayalam	0.140	Medium
lug	Ganda	mar	Marathi	0.207	Medium
lug	Ganda	mer	Meru	0.693	Low
lug	Ganda	mkd	Macedonian	0.207	Medium
lug	Ganda	mlt	Maltese	0.829	Medium
lug	Ganda	mni	Manipuri	0.100	Medium
lug	Ganda	mri	Maori	0.213	Medium
lug	Ganda	msa	Malay	0.117	Medium
lug	Ganda	mvi	Miyako	0.667	Low
lug	Ganda	nav	Navajo	0.127	Medium
lug	Ganda	nep	Nepali	0.072	Medium
lug	Ganda	nld	Dutch	0.311	Medium
lug	Ganda	nno	Norwegian Nynorsk	0.184	Medium
lug	Ganda	nob	Norwegian Bokmål	0.145	Medium
lug	Ganda	nso	Pedi	0.109	Medium
lug	Ganda	oci	Occitan	0.129	Medium
lug	Ganda	ori	Oriya	0.061	Medium
lug	Ganda	oss	Ossetian	0.349	Low
lug	Ganda	pan	Panjabi	0.203	Medium
lug	Ganda	pol	Polish	0.231	Medium
lug	Ganda	por	Portuguese	0.088	Medium
lug	Ganda	roh	Romansh	0.772	Medium
lug	Ganda	ron	Romanian	0.139	Medium
lug	Ganda	rue	Rusyn	0.652	Low
lug	Ganda	rup	Macedo-Romanian	0.267	Medium
lug	Ganda	rus	Russian	0.205	Medium
lug	Ganda	san	Sanskrit	0.115	Medium
lug	Ganda	scn	Sicilian	0.160	Medium
lug	Ganda	sco	Scots	0.444	Medium
lug	Ganda	sin	Sinhala	0.189	Medium
lug	Ganda	slk	Slovak	0.216	Medium
lug	Ganda	slv	Slovenian	0.145	Medium
lug	Ganda	sms	Skolt Sami	0.376	Low
lug	Ganda	sna	Shona	1.481	Low
lug	Ganda	sot	Southern Sotho	0.851	Low
lug	Ganda	spa	Spanish	0.130	Medium
lug	Ganda	sqi	Albanian	0.184	Medium
lug	Ganda	swe	Swedish	0.063	Medium
lug	Ganda	tam	Tamil	0.131	Medium
lug	Ganda	tat	Tatar	0.427	Medium
lug	Ganda	tgk	Tajik	0.294	Medium
lug	Ganda	tgl	Tagalog	0.130	Medium
lug	Ganda	tha	Thai	0.076	Medium
lug	Ganda	tpi	Tok Pisin	0.456	Medium
lug	Ganda	tsn	Tswana	0.173	Medium
lug	Ganda	tuk	Turkmen	0.194	Medium
lug	Ganda	tur	Turkish	0.082	Medium
lug	Ganda	udm	Udmurt	0.535	Low
lug	Ganda	uig	Uighur	0.193	Medium
lug	Ganda	ukr	Ukrainian	0.286	Medium
lug	Ganda	urd	Urdu	0.243	Medium
lug	Ganda	vie	Vietnamese	0.212	Medium
lug	Ganda	wln	Walloon	0.324	Low
lug	Ganda	xho	Xhosa	0.104	Medium
lug	Ganda	zsm	Standard Malay	0.133	Medium
lug	Ganda	zul	Zulu	0.107	Medium
luo	Luo	lus	Lushai	0.211	Medium
luo	Luo	mal	Malayalam	0.565	Medium
luo	Luo	mar	Marathi	0.416	Medium
luo	Luo	mer	Meru	1.433	Low
luo	Luo	mkd	Macedonian	0.298	Medium
luo	Luo	mlt	Maltese	0.689	Medium
luo	Luo	mni	Manipuri	0.305	Medium
luo	Luo	mri	Maori	0.536	Medium
luo	Luo	msa	Malay	0.347	Medium
luo	Luo	mvi	Miyako	0.584	Low
luo	Luo	nap	Neapolitan	0.235	Medium
luo	Luo	nav	Navajo	0.240	Medium
luo	Luo	nds	Low German	0.941	Medium
luo	Luo	nep	Nepali	0.750	Medium
luo	Luo	nld	Dutch	0.771	Medium
luo	Luo	nno	Norwegian Nynorsk	0.519	Medium
luo	Luo	nob	Norwegian Bokmål	0.397	Medium
luo	Luo	nog	Nogai	0.260	Low
luo	Luo	nso	Pedi	0.082	Medium
luo	Luo	oci	Occitan	0.235	Medium
luo	Luo	ori	Oriya	0.459	Medium
luo	Luo	oss	Ossetian	0.611	Low
luo	Luo	pan	Panjabi	0.559	Medium
luo	Luo	pjt	Pitjantjatjara	0.327	Low
luo	Luo	pol	Polish	0.447	Medium
luo	Luo	por	Portuguese	0.277	Medium
luo	Luo	rhg	Rohingya	0.431	Low
luo	Luo	roh	Romansh	1.140	Medium
luo	Luo	ron	Romanian	0.269	Medium
luo	Luo	rup	Macedo-Romanian	0.753	Medium
luo	Luo	rus	Russian	0.286	Medium
luo	Luo	san	Sanskrit	0.330	Medium
luo	Luo	scn	Sicilian	0.291	Medium
luo	Luo	sco	Scots	0.867	Medium
luo	Luo	sin	Sinhala	0.874	Medium
luo	Luo	slk	Slovak	0.282	Medium
luo	Luo	slv	Slovenian	0.247	Medium
luo	Luo	sme	Northern Sami	0.242	Medium
luo	Luo	snd	Sindhi	0.340	Low
luo	Luo	som	Somali	0.643	Low
luo	Luo	sot	Southern Sotho	1.387	Low
luo	Luo	spa	Spanish	0.257	Medium
luo	Luo	sqi	Albanian	0.309	Medium
luo	Luo	stq	Saterfriesisch	0.828	Low
luo	Luo	swe	Swedish	0.345	Medium
luo	Luo	tah	Tahitian	0.979	Low
luo	Luo	tam	Tamil	0.298	Medium
luo	Luo	tat	Tatar	1.127	Medium
luo	Luo	tel	Telugu	0.158	Medium
luo	Luo	tgk	Tajik	0.584	Medium
luo	Luo	tgl	Tagalog	0.635	Medium
luo	Luo	tha	Thai	0.115	Medium
luo	Luo	tir	Tigrinya	0.601	Medium
luo	Luo	tpi	Tok Pisin	1.171	Medium
luo	Luo	tsn	Tswana	0.235	Medium
luo	Luo	tur	Turkish	0.372	Medium
luo	Luo	udm	Udmurt	0.547	Low
luo	Luo	uig	Uighur	0.608	Medium
luo	Luo	ukr	Ukrainian	0.466	Medium
luo	Luo	urd	Urdu	0.569	Medium
luo	Luo	vep	Veps	0.518	Low
luo	Luo	vie	Vietnamese	0.349	Medium
luo	Luo	vls	Vlaams	0.518	Low
luo	Luo	wym	Wymysorys	0.400	Low
luo	Luo	zsm	Standard Malay	0.288	Medium
luo	Luo	zul	Zulu	0.338	Medium
lus	Lushai	mal	Malayalam	0.042	High
lus	Lushai	mni	Manipuri	0.060	High
lus	Lushai	msa	Malay	0.024	High
lus	Lushai	nds	Low German	0.459	Medium
lus	Lushai	nep	Nepali	0.108	High
lus	Lushai	nld	Dutch	0.049	High
lus	Lushai	nno	Norwegian Nynorsk	0.038	High
lus	Lushai	nob	Norwegian Bokmål	0.030	High
lus	Lushai	nog	Nogai	0.147	Medium
lus	Lushai	oci	Occitan	0.032	Medium
lus	Lushai	ori	Oriya	0.088	High
lus	Lushai	pan	Panjabi	0.042	High
lus	Lushai	pol	Polish	0.094	High
lus	Lushai	por	Portuguese	0.036	High
lus	Lushai	ron	Romanian	0.047	High
lus	Lushai	rus	Russian	0.022	High
lus	Lushai	san	Sanskrit	0.094	High
lus	Lushai	scn	Sicilian	0.037	Medium
lus	Lushai	sdc	Sassarese Sardinian	0.084	Medium
lus	Lushai	sdn	Gallurese Sardinian	0.098	Low
lus	Lushai	sin	Sinhala	0.090	Medium
lus	Lushai	slk	Slovak	0.052	High
lus	Lushai	slv	Slovenian	0.026	High
lus	Lushai	sme	Northern Sami	0.137	Medium
lus	Lushai	spa	Spanish	0.023	High
lus	Lushai	sqi	Albanian	0.046	High
lus	Lushai	sro	Campidanese Sardinian	0.081	Medium
lus	Lushai	swe	Swedish	0.036	High
lus	Lushai	tat	Tatar	0.125	Medium
lus	Lushai	tel	Telugu	0.066	High
lus	Lushai	tgk	Tajik	0.111	Medium
lus	Lushai	tgl	Tagalog	0.090	Medium
lus	Lushai	tir	Tigrinya	0.166	Medium
lus	Lushai	tpi	Tok Pisin	0.112	Medium
lus	Lushai	tur	Turkish	0.046	High
lus	Lushai	uig	Uighur	0.105	Medium
lus	Lushai	ukr	Ukrainian	0.051	High
lus	Lushai	urd	Urdu	0.031	High
lus	Lushai	vec	Venetian	0.084	Medium
lus	Lushai	vep	Veps	0.118	Low
lus	Lushai	vie	Vietnamese	0.032	High
lus	Lushai	zsm	Standard Malay	0.039	High
lus	Lushai	zul	Zulu	0.049	High
lzz	Laz	mal	Malayalam	0.110	Low
lzz	Laz	mkd	Macedonian	0.189	Low
lzz	Laz	mlt	Maltese	0.637	Low
lzz	Laz	mni	Manipuri	0.177	Low
lzz	Laz	msa	Malay	0.045	Low
lzz	Laz	mwl	Mirandese	1.028	Low
lzz	Laz	mya	Burmese	0.459	Low
lzz	Laz	myv	Erzya	0.683	Low
lzz	Laz	nap	Neapolitan	0.508	Low
lzz	Laz	nav	Navajo	0.171	Low
lzz	Laz	nep	Nepali	0.163	Low
lzz	Laz	nld	Dutch	0.072	Low
lzz	Laz	nno	Norwegian Nynorsk	0.419	Low
lzz	Laz	nob	Norwegian Bokmål	0.329	Low
lzz	Laz	oci	Occitan	0.785	Low
lzz	Laz	ori	Oriya	0.139	Low
lzz	Laz	pan	Panjabi	0.266	Low
lzz	Laz	pol	Polish	0.167	Low
lzz	Laz	por	Portuguese	0.271	Low
lzz	Laz	rgn	Romagnol	2.128	Low
lzz	Laz	roh	Romansh	1.090	Low
lzz	Laz	ron	Romanian	0.087	Low
lzz	Laz	rup	Macedo-Romanian	0.878	Low
lzz	Laz	rus	Russian	0.208	Low
lzz	Laz	sah	Yakut	1.363	Low
lzz	Laz	scn	Sicilian	1.012	Low
lzz	Laz	sin	Sinhala	0.268	Low
lzz	Laz	slk	Slovak	0.081	Low
lzz	Laz	slv	Slovenian	0.087	Low
lzz	Laz	sme	Northern Sami	0.525	Low
lzz	Laz	sot	Southern Sotho	1.579	Low
lzz	Laz	spa	Spanish	0.252	Low
lzz	Laz	swe	Swedish	0.320	Low
lzz	Laz	tam	Tamil	0.111	Low
lzz	Laz	tha	Thai	0.077	Low
lzz	Laz	tsn	Tswana	0.112	Low
lzz	Laz	ukr	Ukrainian	0.454	Low
lzz	Laz	ven	Venda	0.325	Low
lzz	Laz	vep	Veps	1.199	Low
lzz	Laz	vro	Võro	2.020	Low
lzz	Laz	wln	Walloon	1.531	Low
lzz	Laz	xho	Xhosa	0.164	Low
lzz	Laz	xmf	Mingrelian	6.454	Low
lzz	Laz	zsm	Standard Malay	0.073	Low
lzz	Laz	zul	Zulu	0.382	Low
mad	Madurese	pol	Polish	0.207	Low
mad	Madurese	rus	Russian	0.158	Low
mad	Madurese	slk	Slovak	0.206	Low
mad	Madurese	szl	Silesian	4.116	Low
mad	Madurese	tet	Tetum	3.248	Low
mad	Madurese	ukr	Ukrainian	0.366	Low
mal	Malayalam	mar	Marathi	1.820	High
mal	Malayalam	mdf	Moksha	0.222	Medium
mal	Malayalam	mel	Central Melanau	0.246	Low
mal	Malayalam	mer	Meru	0.424	Low
mal	Malayalam	mhn	Mócheno	0.272	Low
mal	Malayalam	mhr	Eastern Mari	0.097	Medium
mal	Malayalam	mkd	Macedonian	0.707	High
mal	Malayalam	mlt	Maltese	0.829	Medium
mal	Malayalam	mni	Manipuri	1.229	High
mal	Malayalam	mon	Mongolian	0.085	High
mal	Malayalam	mri	Maori	0.515	Medium
mal	Malayalam	msa	Malay	0.568	High
mal	Malayalam	mvi	Miyako	0.233	Low
mal	Malayalam	mwl	Mirandese	0.535	Low
mal	Malayalam	mya	Burmese	0.260	Medium
mal	Malayalam	myv	Erzya	0.163	Medium
mal	Malayalam	nap	Neapolitan	0.236	Medium
mal	Malayalam	nau	Nauru	0.106	Low
mal	Malayalam	nav	Navajo	0.152	High
mal	Malayalam	nds	Low German	0.352	Medium
mal	Malayalam	nep	Nepali	7.991	High
mal	Malayalam	nld	Dutch	0.725	High
mal	Malayalam	nno	Norwegian Nynorsk	0.807	High
mal	Malayalam	nob	Norwegian Bokmål	0.660	High
mal	Malayalam	nog	Nogai	0.144	Medium
mal	Malayalam	nso	Pedi	0.203	High
mal	Malayalam	nya	Nyanja	0.197	Medium
mal	Malayalam	oci	Occitan	0.627	High
mal	Malayalam	ori	Oriya	5.577	High
mal	Malayalam	oss	Ossetian	0.480	Medium
mal	Malayalam	pag	Pangasinan	0.305	Low
mal	Malayalam	pam	Pampanga	0.618	Low
mal	Malayalam	pan	Panjabi	5.428	High
mal	Malayalam	pap	Papiamento	0.397	Medium
mal	Malayalam	pdc	Pennsylvania German	0.211	Low
mal	Malayalam	pih	Pitcairn-Norfolk	0.206	Low
mal	Malayalam	pjt	Pitjantjatjara	0.190	Medium
mal	Malayalam	pli	Pali	0.127	Low
mal	Malayalam	pnb	Western Panjabi	0.198	Low
mal	Malayalam	pol	Polish	0.462	High
mal	Malayalam	por	Portuguese	0.655	High
mal	Malayalam	rhg	Rohingya	0.782	Medium
mal	Malayalam	roh	Romansh	0.739	Medium
mal	Malayalam	ron	Romanian	0.403	High
mal	Malayalam	rue	Rusyn	0.118	Low
mal	Malayalam	rup	Macedo-Romanian	0.741	Medium
mal	Malayalam	rus	Russian	0.434	High
mal	Malayalam	sah	Yakut	0.171	Medium
mal	Malayalam	san	Sanskrit	10.963	High
mal	Malayalam	sat	Santali	0.464	Low
mal	Malayalam	scn	Sicilian	0.744	Medium
mal	Malayalam	sco	Scots	0.777	Medium
mal	Malayalam	sgs	Samogitian	0.380	Low
mal	Malayalam	sin	Sinhala	1.698	Medium
mal	Malayalam	slk	Slovak	0.435	High
mal	Malayalam	slv	Slovenian	0.425	High
mal	Malayalam	sme	Northern Sami	0.245	Medium
mal	Malayalam	smo	Samoan	1.628	Low
mal	Malayalam	sms	Skolt Sami	0.172	Medium
mal	Malayalam	sna	Shona	0.115	Low
mal	Malayalam	snd	Sindhi	0.313	Low
mal	Malayalam	som	Somali	0.516	Low
mal	Malayalam	sot	Southern Sotho	0.861	Medium
mal	Malayalam	spa	Spanish	0.494	High
mal	Malayalam	sqi	Albanian	0.320	High
mal	Malayalam	sro	Campidanese Sardinian	0.053	Medium
mal	Malayalam	ssw	Swati	0.134	Low
mal	Malayalam	stq	Saterfriesisch	0.710	Low
mal	Malayalam	sun	Sundanese	0.624	Low
mal	Malayalam	swe	Swedish	0.572	High
mal	Malayalam	tah	Tahitian	0.803	Low
mal	Malayalam	tam	Tamil	4.771	High
mal	Malayalam	tat	Tatar	0.672	Medium
mal	Malayalam	tel	Telugu	6.886	High
mal	Malayalam	tet	Tetum	0.647	Low
mal	Malayalam	tgk	Tajik	0.651	Medium
mal	Malayalam	tgl	Tagalog	0.785	Medium
mal	Malayalam	tha	Thai	0.461	High
mal	Malayalam	tir	Tigrinya	0.180	Medium
mal	Malayalam	ton	Tonga	0.432	Low
mal	Malayalam	tpi	Tok Pisin	0.753	Medium
mal	Malayalam	tsn	Tswana	0.231	High
mal	Malayalam	tuk	Turkmen	0.266	Medium
mal	Malayalam	tur	Turkish	0.564	High
mal	Malayalam	tvl	Tuvalu	1.525	Low
mal	Malayalam	twf	Northern Tiwa	0.114	Low
mal	Malayalam	tyv	Tuvinian	0.110	Medium
mal	Malayalam	udm	Udmurt	0.375	Low
mal	Malayalam	uig	Uighur	0.283	Medium
mal	Malayalam	ukr	Ukrainian	0.443	High
mal	Malayalam	urd	Urdu	1.673	High
mal	Malayalam	vec	Venetian	0.174	Medium
mal	Malayalam	ven	Venda	0.031	Medium
mal	Malayalam	vep	Veps	0.601	Low
mal	Malayalam	vie	Vietnamese	0.341	High
mal	Malayalam	vls	Vlaams	0.669	Low
mal	Malayalam	vot	Votic	0.158	Medium
mal	Malayalam	vro	Võro	0.271	Low
mal	Malayalam	war	Waray	1.082	Low
mal	Malayalam	wln	Walloon	0.265	Medium
mal	Malayalam	wol	Wolof	0.275	Low
mal	Malayalam	wym	Wymysorys	0.337	Low
mal	Malayalam	xal	Kalmyk	0.171	Low
mal	Malayalam	xho	Xhosa	0.099	High
mal	Malayalam	xmf	Mingrelian	0.166	Low
mal	Malayalam	yor	Yoruba	0.110	Medium
mal	Malayalam	yue	Yue Chinese	0.026	Medium
mal	Malayalam	zsm	Standard Malay	0.611	High
mal	Malayalam	zul	Zulu	0.238	High
mar	Marathi	mdf	Moksha	0.234	Medium
mar	Marathi	mel	Central Melanau	0.195	Low
mar	Marathi	mer	Meru	0.330	Low
mar	Marathi	mhn	Mócheno	0.246	Low
mar	Marathi	mhr	Eastern Mari	0.153	Medium
mar	Marathi	mkd	Macedonian	0.667	High
mar	Marathi	mlt	Maltese	0.970	Medium
mar	Marathi	mni	Manipuri	0.503	Medium
